seqname,source,feature,start,end,score,strand,frame,gene_id,gene_type,gene_name,level,hgnc_id,havana_gene,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,ont,protein_id,ccdsid
chr17,HAVANA,gene,59893046,59950574,,+,0,ENSG00000108443.14,protein_coding,RPS6KB1,1,HGNC:10436,OTTHUMG00000150642.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,59940908,59973101,,+,0,ENSG00000267318.1,protein_coding,AC005702.1,2,,OTTHUMG00000179976.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,59952240,59964761,,-,0,ENSG00000189050.16,protein_coding,RNFT1,2,HGNC:30206,OTTHUMG00000148658.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,60041008,60078922,,-,0,ENSG00000068097.15,protein_coding,HEATR6,2,HGNC:24076,OTTHUMG00000179981.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,60149942,60170899,,+,0,ENSG00000167434.10,protein_coding,CA4,2,HGNC:1375,OTTHUMG00000179987.1,,,,,,,,,,,
chr17,HAVANA,gene,60177327,60422470,,-,0,ENSG00000170832.13,protein_coding,USP32,1,HGNC:19143,OTTHUMG00000180001.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,60392429,60431426,,+,0,ENSG00000141371.13,protein_coding,C17orf64,1,HGNC:26990,OTTHUMG00000157171.1,,,,,,,,,,,
chr17,HAVANA,gene,60443158,60526242,,-,0,ENSG00000062725.10,protein_coding,APPBP2,2,HGNC:622,OTTHUMG00000180048.1,,,,,,,,,,,
chr17,HAVANA,gene,60600183,60666280,,+,0,ENSG00000170836.12,protein_coding,PPM1D,1,HGNC:9277,OTTHUMG00000180052.1,,,,,,,,,,,
chr17,HAVANA,gene,60677453,61392838,,+,0,ENSG00000141376.22,protein_coding,BCAS3,1,HGNC:14347,OTTHUMG00000180064.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,61399843,61409466,,+,0,ENSG00000121068.14,protein_coding,TBX2,2,HGNC:11597,OTTHUMG00000156986.1,,,,,,,,,,,
chr17,HAVANA,gene,61452404,61485110,,+,0,ENSG00000121075.11,protein_coding,TBX4,2,HGNC:11603,OTTHUMG00000180078.1,,,,,,,,,,,
chr17,HAVANA,gene,61590421,61591219,,-,0,ENSG00000253506.3,protein_coding,NACA2,2,HGNC:23290,OTTHUMG00000132321.1,,,,,retrogene,,,,,,
chr17,HAVANA,gene,61679139,61863528,,-,0,ENSG00000136492.9,protein_coding,BRIP1,1,HGNC:20473,OTTHUMG00000179233.1,,,,,,,,,,,
chr17,HAVANA,gene,61865367,61928016,,-,0,ENSG00000108506.12,protein_coding,INTS2,1,HGNC:29241,OTTHUMG00000179234.1,,,,,ncRNA_host,,,,,,
chr17,HAVANA,gene,61942605,62065278,,-,0,ENSG00000108510.10,protein_coding,MED13,2,HGNC:22474,OTTHUMG00000179251.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,62343941,62416479,,+,0,ENSG00000172421.9,protein_coding,EFCAB3,2,HGNC:26379,OTTHUMG00000179175.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,62423875,62453385,,+,0,ENSG00000087995.16,protein_coding,METTL2A,2,HGNC:25755,OTTHUMG00000164527.1,,,,,,,,,,,
chr17,HAVANA,gene,62458658,62615481,,+,0,ENSG00000146872.17,protein_coding,TLK2,1,HGNC:11842,OTTHUMG00000179176.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,62627670,62693597,,+,0,ENSG00000011028.14,protein_coding,MRC2,2,HGNC:16875,OTTHUMG00000179178.1,,,,,ncRNA_host,,,,,,
chr17,HAVANA,gene,62701314,62808344,,-,0,ENSG00000173838.12,protein_coding,MARCHF10,2,HGNC:26655,OTTHUMG00000179192.1,,,,,,,,,,,
chr17,HAVANA,gene,63009556,63427699,,+,0,ENSG00000170921.15,protein_coding,TANC2,2,HGNC:30212,OTTHUMG00000179103.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,63432304,63446354,,-,0,ENSG00000008283.16,protein_coding,CYB561,2,HGNC:2571,OTTHUMG00000179116.1,,,,,,,,,,,
chr17,HAVANA,gene,63477061,63498380,,+,0,ENSG00000159640.16,protein_coding,ACE,2,HGNC:2707,OTTHUMG00000154927.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,63484823,63521848,,+,0,ENSG00000264813.6,protein_coding,AC113554.1,2,,OTTHUMG00000178900.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,63523334,63548977,,+,0,ENSG00000173826.14,protein_coding,KCNH6,2,HGNC:18862,OTTHUMG00000178901.1,,,,,,,,,,,
chr17,HAVANA,gene,63550477,63594279,,+,0,ENSG00000136485.15,protein_coding,DCAF7,2,HGNC:30915,OTTHUMG00000178902.1,,,,,,,,,,,
chr17,HAVANA,gene,63600882,63608365,,+,0,ENSG00000136463.8,protein_coding,TACO1,2,HGNC:24316,OTTHUMG00000178904.1,,,,,,,,,,,
chr17,HAVANA,gene,63622415,63696305,,+,0,ENSG00000198909.8,protein_coding,MAP3K3,2,HGNC:6855,OTTHUMG00000178905.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,63682336,63741986,,-,0,ENSG00000266173.7,protein_coding,STRADA,1,HGNC:30172,OTTHUMG00000178908.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,63695888,63701172,,-,0,ENSG00000136490.9,protein_coding,LIMD2,2,HGNC:28142,OTTHUMG00000178907.1,,,,,,,,,,,
chr17,HAVANA,gene,63702845,63752097,,-,0,ENSG00000125695.12,protein_coding,AC046185.1,2,,OTTHUMG00000179010.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,63745255,63776351,,-,0,ENSG00000108588.14,protein_coding,CCDC47,2,HGNC:24856,OTTHUMG00000178933.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,63773603,63819317,,+,0,ENSG00000198231.13,protein_coding,DDX42,2,HGNC:18676,OTTHUMG00000179011.1,,,,,,,,,,,
chr17,HAVANA,gene,63819433,63830012,,-,0,ENSG00000108592.17,protein_coding,FTSJ3,2,HGNC:17136,OTTHUMG00000179012.1,,,,,,,,,,,
chr17,HAVANA,gene,63827152,63832026,,+,0,ENSG00000087191.13,protein_coding,PSMC5,2,HGNC:9552,OTTHUMG00000179013.1,,,,,,,,,,,
chr17,HAVANA,gene,63832081,63843065,,-,0,ENSG00000108604.16,protein_coding,SMARCD2,1,HGNC:11107,OTTHUMG00000179045.1,,,,,,,,,,,
chr17,HAVANA,gene,63872012,63873766,,-,0,ENSG00000213218.10,protein_coding,CSH2,2,HGNC:2441,OTTHUMG00000172283.1,,,,,,,,,,,
chr17,HAVANA,gene,63880215,63881944,,-,0,ENSG00000136487.18,protein_coding,GH2,2,HGNC:4262,OTTHUMG00000172284.1,,,,,,,,,,,
chr17,HAVANA,gene,63894909,63896661,,-,0,ENSG00000136488.15,protein_coding,CSH1,2,HGNC:2440,OTTHUMG00000171947.1,,,,,,,,,,,
chr17,HAVANA,gene,63909597,63918838,,-,0,ENSG00000204414.13,protein_coding,CSHL1,2,HGNC:2442,OTTHUMG00000172287.1,,,,,,,,,,,
chr17,HAVANA,gene,63917200,63918839,,-,0,ENSG00000259384.7,protein_coding,GH1,2,HGNC:4261,OTTHUMG00000193348.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,63917203,63931385,,-,0,ENSG00000285947.1,protein_coding,AC127029.3,2,,OTTHUMG00000172293.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,63928740,63932336,,-,0,ENSG00000007312.13,protein_coding,CD79B,2,HGNC:1699,OTTHUMG00000172294.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,63938554,63972918,,-,0,ENSG00000007314.12,protein_coding,SCN4A,2,HGNC:10591,OTTHUMG00000179046.1,,,,,,,,,,,
chr17,HAVANA,gene,63998351,64004304,,+,0,ENSG00000224383.7,protein_coding,PRR29,2,HGNC:25673,OTTHUMG00000178594.1,,,,,,,,,,,
chr17,HAVANA,gene,64002594,64020634,,-,0,ENSG00000108622.11,protein_coding,ICAM2,2,HGNC:5345,OTTHUMG00000178865.1,,,,,,,,,,,
chr17,HAVANA,gene,64039142,64130819,,-,0,ENSG00000178607.16,protein_coding,ERN1,2,HGNC:3449,OTTHUMG00000178879.1,,,,,,,,,,,
chr17,HAVANA,gene,64147227,64263301,,-,0,ENSG00000136478.7,protein_coding,TEX2,2,HGNC:30884,OTTHUMG00000178881.1,,,,,,,,,,,
chr17,HAVANA,gene,64319415,64413776,,-,0,ENSG00000261371.6,protein_coding,PECAM1,2,HGNC:8823,OTTHUMG00000175829.1,,,,,ncRNA_host,,,,,,
chr17,HAVANA,gene,64449037,64468643,,+,0,ENSG00000271605.6,protein_coding,MILR1,2,HGNC:27570,OTTHUMG00000185198.1,,,,,,,,,,,
chr17,HAVANA,gene,64477785,64497054,,-,0,ENSG00000256525.8,protein_coding,POLG2,1,HGNC:9180,OTTHUMG00000178899.1,,,,,,,,,,,
chr17,HAVANA,gene,64498254,64508199,,-,0,ENSG00000108654.15,protein_coding,DDX5,1,HGNC:2746,OTTHUMG00000178936.1,,,,,ncRNA_host,,,,,,
chr17,HAVANA,gene,64506865,64542461,,+,0,ENSG00000258890.7,protein_coding,CEP95,1,HGNC:25141,OTTHUMG00000179174.1,,,,,,,,,,,
chr17,HAVANA,gene,64542282,64662307,,-,0,ENSG00000108854.16,protein_coding,SMURF2,2,HGNC:16809,OTTHUMG00000179189.1,,,,,,,,,,,
chr17,HAVANA,gene,64854312,64919480,,-,0,ENSG00000176809.10,protein_coding,LRRC37A3,2,HGNC:32427,OTTHUMG00000132307.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,65009289,65056740,,-,0,ENSG00000120063.10,protein_coding,GNA13,1,HGNC:4381,OTTHUMG00000179316.1,,,,,,,,,,,
chr17,HAVANA,gene,65100812,65227703,,+,0,ENSG00000108370.17,protein_coding,RGS9,2,HGNC:10004,OTTHUMG00000179349.1,,,,,,,,,,,
chr17,HAVANA,gene,65528563,65561648,,-,0,ENSG00000168646.13,protein_coding,AXIN2,1,HGNC:904,OTTHUMG00000179353.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,65538102,65641033,,-,0,ENSG00000266076.1,protein_coding,AC004805.1,2,,OTTHUMG00000179524.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,65635537,66192133,,-,0,ENSG00000154240.17,protein_coding,CEP112,2,HGNC:28514,OTTHUMG00000179474.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,66212033,66256525,,-,0,ENSG00000091583.11,protein_coding,APOH,1,HGNC:616,OTTHUMG00000179530.1,,,,,,,,,,,
chr17,HAVANA,gene,66302613,66810743,,+,0,ENSG00000154229.12,protein_coding,PRKCA,2,HGNC:9393,OTTHUMG00000179533.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,66835117,66894751,,+,0,ENSG00000075429.9,protein_coding,CACNG5,2,HGNC:1409,OTTHUMG00000166468.1,,,,,,,,,,,
chr17,HAVANA,gene,66964707,67033398,,+,0,ENSG00000075461.6,protein_coding,CACNG4,2,HGNC:1408,OTTHUMG00000179550.1,,,,,,,,,,,
chr17,HAVANA,gene,67044554,67056797,,+,0,ENSG00000108878.5,protein_coding,CACNG1,2,HGNC:1405,OTTHUMG00000179553.1,,,,,,,,,,,
chr17,HAVANA,gene,67070444,67245989,,-,0,ENSG00000198265.12,protein_coding,HELZ,1,HGNC:16878,OTTHUMG00000179555.1,,,,,,,,,,,
chr17,HAVANA,gene,67337916,67366605,,-,0,ENSG00000197170.10,protein_coding,PSMD12,2,HGNC:9557,OTTHUMG00000140376.1,,,,,,,,,,,
chr17,HAVANA,gene,67377281,67697261,,+,0,ENSG00000154217.15,protein_coding,PITPNC1,1,HGNC:21045,OTTHUMG00000179602.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,67717931,67744531,,+,0,ENSG00000130935.10,protein_coding,NOL11,1,HGNC:24557,OTTHUMG00000179777.1,,,,,ncRNA_host,,,,,,
chr17,HAVANA,gene,67825503,67984378,,+,0,ENSG00000171634.18,protein_coding,BPTF,1,HGNC:3581,OTTHUMG00000132254.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,67991101,67996431,,-,0,ENSG00000186665.9,protein_coding,C17orf58,2,HGNC:27568,OTTHUMG00000179782.1,,,,,,,,,,,
chr17,HAVANA,gene,68035708,68046854,,+,0,ENSG00000182481.9,protein_coding,KPNA2,2,HGNC:6395,OTTHUMG00000179784.1,,,,,,,,,,,
chr17,HAVANA,gene,68247930,68257164,,+,0,ENSG00000196704.12,protein_coding,AMZ2,2,HGNC:28041,OTTHUMG00000179802.1,,,,,,,,,,,
chr17,HAVANA,gene,68259182,68422731,,+,0,ENSG00000141337.12,protein_coding,ARSG,2,HGNC:24102,OTTHUMG00000179810.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,68267026,68291267,,-,0,ENSG00000108932.12,protein_coding,SLC16A6,2,HGNC:10927,OTTHUMG00000179812.1,,,,,,,,,,,
chr17,HAVANA,gene,68420948,68457513,,-,0,ENSG00000070540.13,protein_coding,WIPI1,2,HGNC:25471,OTTHUMG00000179873.1,,,,,ncRNA_host,,,,,,
chr17,HAVANA,gene,68511780,68551319,,+,0,ENSG00000108946.15,protein_coding,PRKAR1A,1,HGNC:9388,OTTHUMG00000180128.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,68535113,68601367,,-,0,ENSG00000108950.12,protein_coding,FAM20A,2,HGNC:23015,OTTHUMG00000180152.1,,,,,,,,,,,
chr17,HAVANA,gene,68867289,68955392,,-,0,ENSG00000141338.14,protein_coding,ABCA8,2,HGNC:38,OTTHUMG00000180192.1,,,,,,,,,,,
chr17,HAVANA,gene,68974488,69060949,,-,0,ENSG00000154258.17,protein_coding,ABCA9,2,HGNC:39,OTTHUMG00000140371.1,,,,,,,,,,,
chr17,HAVANA,gene,69078702,69141895,,-,0,ENSG00000154262.13,protein_coding,ABCA6,2,HGNC:36,OTTHUMG00000180258.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,69147214,69244846,,-,0,ENSG00000154263.17,protein_coding,ABCA10,2,HGNC:30,OTTHUMG00000164716.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,69244311,69327244,,-,0,ENSG00000154265.16,protein_coding,ABCA5,2,HGNC:35,OTTHUMG00000180303.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,69414697,69553865,,+,0,ENSG00000108984.15,protein_coding,MAP2K6,1,HGNC:6846,OTTHUMG00000180311.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,70053429,70135608,,+,0,ENSG00000153822.13,protein_coding,KCNJ16,2,HGNC:6262,OTTHUMG00000180349.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,70168673,70180044,,+,0,ENSG00000123700.5,protein_coding,KCNJ2,2,HGNC:6263,OTTHUMG00000180351.1,,,,,,,,,,,
chr17,HAVANA,gene,72121020,72126416,,+,0,ENSG00000125398.8,protein_coding,SOX9,2,HGNC:11204,OTTHUMG00000166300.1,,,,,,,,,,,
chr17,HAVANA,gene,72645949,73092712,,-,0,ENSG00000133195.11,protein_coding,SLC39A11,1,HGNC:14463,OTTHUMG00000178306.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr17,HAVANA,gene,73165010,73176633,,+,0,ENSG00000180616.9,protein_coding,SSTR2,1,HGNC:11331,OTTHUMG00000178343.1,,,,,"overlapping_locus,retrogene",,,,,,
chr17,HAVANA,gene,73192632,73208507,,+,0,ENSG00000166685.12,protein_coding,COG1,2,HGNC:6545,OTTHUMG00000178344.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,73207353,73236753,,-,0,ENSG00000133193.12,protein_coding,FAM104A,1,HGNC:25918,OTTHUMG00000150564.1,,,,,,,,,,,
chr17,HAVANA,gene,73232233,73248947,,+,0,ENSG00000141219.15,protein_coding,C17orf80,2,HGNC:29601,OTTHUMG00000178417.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,73248449,73262352,,-,0,ENSG00000187959.9,protein_coding,CPSF4L,2,HGNC:33632,OTTHUMG00000132640.1,,,,,,,,,,,
chr17,HAVANA,gene,73283624,73312005,,-,0,ENSG00000179604.10,protein_coding,CDC42EP4,1,HGNC:17147,OTTHUMG00000178419.1,,,,,,,,,,,
chr17,HAVANA,gene,73334384,73644445,,-,0,ENSG00000069188.17,protein_coding,SDK2,2,HGNC:19308,OTTHUMG00000152726.1,,,,,,,,,,,
chr17,HAVANA,gene,74203582,74210655,,+,0,ENSG00000172809.13,protein_coding,RPL38,2,HGNC:10349,OTTHUMG00000166016.1,,,,,,,,,,,
chr17,HAVANA,gene,74213571,74262020,,+,0,ENSG00000141540.11,protein_coding,TTYH2,1,HGNC:13877,OTTHUMG00000166018.1,,,,,,,,,,,
chr17,HAVANA,gene,74274234,74314884,,+,0,ENSG00000171595.14,protein_coding,DNAI2,2,HGNC:18744,OTTHUMG00000178578.1,,,,,,,,,,,
chr17,HAVANA,gene,74326210,74355820,,+,0,ENSG00000196169.15,protein_coding,KIF19,2,HGNC:26735,OTTHUMG00000150694.1,,,,,,,,,,,
chr17,HAVANA,gene,74356416,74361868,,-,0,ENSG00000204347.4,protein_coding,BTBD17,2,HGNC:33758,OTTHUMG00000178580.1,,,,,,,,,,,
chr17,HAVANA,gene,74367407,74372622,,+,0,ENSG00000257008.6,protein_coding,GPR142,2,HGNC:20088,OTTHUMG00000178581.1,,,,,,,,,,,
chr17,HAVANA,gene,74424851,74451653,,+,0,ENSG00000170412.18,protein_coding,GPRC5C,1,HGNC:13309,OTTHUMG00000067613.1,,,,,,,,,,,
chr17,HAVANA,gene,74466399,74484794,,+,0,ENSG00000167851.15,protein_coding,CD300A,1,HGNC:19319,OTTHUMG00000067612.1,,,,,,,,,,,
chr17,HAVANA,gene,74521174,74531475,,-,0,ENSG00000178789.9,protein_coding,CD300LB,2,HGNC:30811,OTTHUMG00000067606.1,,,,,,,,,,,
chr17,HAVANA,gene,74541073,74546115,,-,0,ENSG00000167850.4,protein_coding,CD300C,2,HGNC:19320,OTTHUMG00000067608.1,,,,,,,,,,,
chr17,HAVANA,gene,74579365,74592283,,-,0,ENSG00000204345.1,protein_coding,CD300LD,2,HGNC:16848,OTTHUMG00000067614.1,,,,,,,,,,,
chr17,HAVANA,gene,74609885,74623738,,-,0,ENSG00000186407.7,protein_coding,CD300E,1,HGNC:28874,OTTHUMG00000067605.1,,,,,,,,,,,
chr17,HAVANA,gene,74670578,74747335,,+,0,ENSG00000172794.20,protein_coding,RAB37,1,HGNC:30268,OTTHUMG00000134282.1,,,,,,,,,,,
chr17,HAVANA,gene,74694311,74712978,,-,0,ENSG00000186074.19,protein_coding,CD300LF,2,HGNC:29883,OTTHUMG00000067609.1,,,,,,,,,,,
chr17,HAVANA,gene,74748628,74769353,,+,0,ENSG00000109062.12,protein_coding,SLC9A3R1,2,HGNC:11075,OTTHUMG00000178863.1,,,,,,,,,,,
chr17,HAVANA,gene,74770529,74776367,,-,0,ENSG00000109065.12,protein_coding,NAT9,1,HGNC:23133,OTTHUMG00000178870.1,,,,,,,,,,,
chr17,HAVANA,gene,74776499,74839753,,+,0,ENSG00000109066.14,protein_coding,TMEM104,1,HGNC:25984,OTTHUMG00000179025.1,,,,,,,,,,,
chr17,HAVANA,gene,74842023,74861504,,-,0,ENSG00000161509.14,protein_coding,GRIN2C,2,HGNC:4587,OTTHUMG00000044524.1,,,,,,,,,,,
chr17,HAVANA,gene,74862497,74873031,,-,0,ENSG00000161513.12,protein_coding,FDXR,1,HGNC:3642,OTTHUMG00000179026.1,,,,,,,,,,,
chr17,HAVANA,gene,74877302,74893781,,-,0,ENSG00000172782.12,protein_coding,FADS6,2,HGNC:30459,OTTHUMG00000179188.1,,,,,,,,,,,
chr17,HAVANA,gene,74916083,74923256,,-,0,ENSG00000182040.9,protein_coding,USH1G,2,HGNC:16356,OTTHUMG00000178864.1,,,,,,,,,,,
chr17,HAVANA,gene,74922950,74933912,,+,0,ENSG00000183034.13,protein_coding,OTOP2,2,HGNC:19657,OTTHUMG00000179215.1,,,,,,,,,,,
chr17,HAVANA,gene,74935898,74949992,,+,0,ENSG00000182938.7,protein_coding,OTOP3,2,HGNC:19658,OTTHUMG00000179216.1,,,,,,,,,,,
chr17,HAVANA,gene,74950742,74973166,,-,0,ENSG00000167861.16,protein_coding,HID1,1,HGNC:15736,OTTHUMG00000166490.1,,,,,,,,,,,
chr17,HAVANA,gene,74987632,75005800,,+,0,ENSG00000109089.7,protein_coding,CDR2L,2,HGNC:29999,OTTHUMG00000150435.1,,,,,,,,,,,
chr17,HAVANA,gene,75012670,75021261,,+,0,ENSG00000167862.10,protein_coding,MRPL58,2,HGNC:5359,OTTHUMG00000179218.1,,,,,,,,,,,
chr17,HAVANA,gene,75032575,75065889,,+,0,ENSG00000180901.11,protein_coding,KCTD2,2,HGNC:21294,OTTHUMG00000179276.1,,,,,ncRNA_host,,,,,,
chr17,HAVANA,gene,75038863,75046985,,-,0,ENSG00000167863.12,protein_coding,ATP5PD,2,HGNC:845,OTTHUMG00000179219.1,,,,,,,,,,,
chr17,HAVANA,gene,75087727,75106162,,+,0,ENSG00000170190.16,protein_coding,SLC16A5,1,HGNC:10926,OTTHUMG00000179277.1,,,,,,,,,,,
chr17,HAVANA,gene,75109952,75130272,,+,0,ENSG00000125449.7,protein_coding,ARMC7,1,HGNC:26168,OTTHUMG00000179345.1,,,,,,,,,,,
chr17,HAVANA,gene,75130225,75131757,,-,0,ENSG00000125458.7,protein_coding,NT5C,2,HGNC:17144,OTTHUMG00000179346.1,,,,,,,,,,,
chr17,HAVANA,gene,75135248,75168281,,-,0,ENSG00000189159.16,protein_coding,JPT1,2,HGNC:14569,OTTHUMG00000154521.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,75165586,75182959,,-,0,ENSG00000188612.12,protein_coding,SUMO2,1,HGNC:11125,OTTHUMG00000179481.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,75205659,75235758,,+,0,ENSG00000125450.11,protein_coding,NUP85,1,HGNC:8734,OTTHUMG00000179482.1,,,,,,,,,,,
chr17,HAVANA,gene,75236599,75262363,,-,0,ENSG00000125447.18,protein_coding,GGA3,1,HGNC:17079,OTTHUMG00000179483.1,,,,,,,,,,,
chr17,HAVANA,gene,75261674,75266376,,+,0,ENSG00000125445.11,protein_coding,MRPS7,2,HGNC:14499,OTTHUMG00000179484.1,,,,,,,,,,,
chr17,HAVANA,gene,75266228,75271227,,-,0,ENSG00000125457.14,protein_coding,MIF4GD,1,HGNC:24030,OTTHUMG00000179485.1,,,,,,,,,,,
chr17,HAVANA,gene,75272981,75289510,,-,0,ENSG00000125454.12,protein_coding,SLC25A19,1,HGNC:14409,OTTHUMG00000179607.1,,,,,,,,,,,
chr17,HAVANA,gene,75318076,75405709,,-,0,ENSG00000177885.15,protein_coding,GRB2,1,HGNC:4566,OTTHUMG00000134332.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,75441159,75500452,,+,0,ENSG00000177728.17,protein_coding,TMEM94,1,HGNC:28983,OTTHUMG00000179611.1,,,,,ncRNA_host,,,,,,
chr17,HAVANA,gene,75500261,75515537,,-,0,ENSG00000177303.10,protein_coding,CASKIN2,2,HGNC:18200,OTTHUMG00000179683.1,,,,,,,,,,,
chr17,HAVANA,gene,75516060,75524735,,+,0,ENSG00000182173.13,protein_coding,TSEN54,2,HGNC:27561,OTTHUMG00000179684.1,,,,,,,,,,,
chr17,HAVANA,gene,75525080,75575209,,+,0,ENSG00000073350.14,protein_coding,LLGL2,2,HGNC:6629,OTTHUMG00000179685.1,,,,,,,,,,,
chr17,HAVANA,gene,75588058,75626849,,+,0,ENSG00000266714.9,protein_coding,MYO15B,2,HGNC:14083,OTTHUMG00000179794.1,,,,,,,,,,,
chr17,HAVANA,gene,75626845,75667189,,-,0,ENSG00000108469.15,protein_coding,RECQL5,1,HGNC:9950,OTTHUMG00000179795.1,,,,,,,,,,,
chr17,HAVANA,gene,75633434,75641404,,+,0,ENSG00000204323.5,protein_coding,SMIM5,2,HGNC:40030,OTTHUMG00000167882.1,,,,,,,,,,,
chr17,HAVANA,gene,75646243,75647975,,+,0,ENSG00000259120.3,protein_coding,SMIM6,2,HGNC:40032,OTTHUMG00000179796.1,,,,,,,,,,,
chr17,HAVANA,gene,75667251,75708062,,+,0,ENSG00000161526.15,protein_coding,SAP30BP,2,HGNC:30785,OTTHUMG00000179798.1,,,,,,,,,,,
chr17,HAVANA,gene,75721328,75757818,,+,0,ENSG00000132470.14,protein_coding,ITGB4,1,HGNC:6158,OTTHUMG00000179814.1,,,,,,,,,,,
chr17,HAVANA,gene,75751594,75765236,,-,0,ENSG00000108479.12,protein_coding,GALK1,2,HGNC:4118,OTTHUMG00000179832.1,,,,,,,,,,,
chr17,HAVANA,gene,75776434,75785893,,-,0,ENSG00000132475.10,protein_coding,H3-3B,2,HGNC:4765,OTTHUMG00000179842.1,,,,,ncRNA_host,,,,,,
chr17,HAVANA,gene,75784806,75825799,,+,0,ENSG00000132478.10,protein_coding,UNK,1,HGNC:29369,OTTHUMG00000179892.1,,,,,,,,,,,
chr17,HAVANA,gene,75827225,75844717,,-,0,ENSG00000092929.11,protein_coding,UNC13D,2,HGNC:23147,OTTHUMG00000179895.1,,,,,,,,,,,
chr17,HAVANA,gene,75845699,75856507,,-,0,ENSG00000132471.12,protein_coding,WBP2,1,HGNC:12738,OTTHUMG00000179896.1,,,,,,,,,,,
chr17,HAVANA,gene,75874164,75878581,,-,0,ENSG00000132481.7,protein_coding,TRIM47,2,HGNC:19020,OTTHUMG00000179916.1,,,,,,,,,,,
chr17,HAVANA,gene,75880335,75896951,,-,0,ENSG00000141569.12,protein_coding,TRIM65,1,HGNC:27316,OTTHUMG00000132127.1,,,,,,,,,,,
chr17,HAVANA,gene,75898644,75905093,,-,0,ENSG00000204316.13,protein_coding,MRPL38,2,HGNC:14033,OTTHUMG00000152977.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,75898645,75930129,,-,0,ENSG00000267426.5,protein_coding,AC087289.3,2,,OTTHUMG00000180026.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,75909574,75941140,,-,0,ENSG00000188878.19,protein_coding,FBF1,2,HGNC:24674,OTTHUMG00000179919.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,75941507,75979177,,-,0,ENSG00000161533.12,protein_coding,ACOX1,2,HGNC:119,OTTHUMG00000180027.1,,,,,,,,,,,
chr17,HAVANA,gene,75979231,76005999,,+,0,ENSG00000261408.7,protein_coding,TEN1-CDK3,2,HGNC:44420,OTTHUMG00000170136.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,75979240,76000586,,+,0,ENSG00000257949.7,protein_coding,TEN1,1,HGNC:37242,OTTHUMG00000132686.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,76000906,76005999,,+,0,ENSG00000250506.7,protein_coding,CDK3,2,HGNC:1772,OTTHUMG00000154861.1,,,,,overlapping_locus,,,,,,
chr17,HAVANA,gene,76004502,76027306,,-,0,ENSG00000167880.8,protein_coding,EVPL,2,HGNC:3503,OTTHUMG00000180053.1,,,,,,,,,,,
